Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
,,,fh,adfgh,adfgh,fh,adfgh,,fh,,adfh,abcdefghiklm,adfh,adfghik,abcdefghikl,abcdefghikl,abcdefghikl,,,ag,abg,abcdgh,abcdgh,,abg,abcdgh,c,ac,,abce,ac,,,,,abcd
,Slightly less comfortable,1177,90,33,63,63,122,110,72,102,118,75,56,88,52,54,79,269,294,199,174,132,110,562,373,242,633,187,114,92,150,361,642,195,447,152
,,0.07,0.09,0.03,0.06,0.06,0.11,0.11,0.06,0.1,0.12,0.07,0.06,0.08,0.05,0.05,0.08,0.1,0.09,0.07,0.06,0.06,0.06,0.09,0.06,0.06,0.07,0.11,0.11,0.06,0.09,0.09,0.07,0.08,0.06,0.08
,,,bcdgkmn,,b,b,bcdgjklmno,bcdgjklmno,b,bcdgjklmn,abcdgjklmno,bm,b,bmn,,b,bmn,bcdefhi,cdefhi,,,,,cdefhi,,,,ad,ad,,ad,bd,,bd,,bd
,Much less comfortable,654,43,20,48,42,52,44,27,36,115,40,36,67,18,27,41,146,155,117,113,58,65,301,230,123,343,85,79,54,94,206,358,119,240,74
,,0.04,0.04,0.02,0.05,0.04,0.05,0.04,0.02,0.04,0.11,0.04,0.04,0.06,0.02,0.03,0.04,0.06,0.05,0.04,0.04,0.03,0.04,0.05,0.04,0.03,0.04,0.05,0.07,0.03,0.06,0.05,0.04,0.05,0.03,0.04
,,,bgm,,bgmn,bm,bgmn,bgm,,bm,abcdefghjklmno,bgm,bm,bdghkmno,,,bgm,bcdefhi,ei,e,ei,,,cefhi,ei,,,ad,abd,,ad,bde,,bde,,
,Don't know,562,19,16,28,13,14,5,10,9,69,132,34,24,49,101,39,88,91,85,95,105,98,179,180,203,212,99,50,113,89,159,282,89,194,98
,,0.04,0.02,0.02,0.03,0.01,0.01,0.01,0.01,0.01,0.07,0.13,0.03,0.02,0.05,0.1,0.04,0.03,0.03,0.03,0.03,0.05,0.05,0.03,0.03,0.05,0.02,0.06,0.05,0.07,0.05,0.04,0.03,0.04,0.03,0.05
,,,f,f,defgh,,,,,,abcdefghklmo,abcdefghiklmno,abdefgh,fgh,abcdefghl,abcdefghiklmo,abdefghl,,,,,abcdgh,abcdgh,,,abcdgh,,a,a,ac,a,bd,,bd,,bd
,NET: More comfortable,9873,710,731,710,825,656,750,815,772,519,391,694,714,602,462,521,1608,2233,1999,1721,1227,1085,3841,3720,2312,6538,937,650,821,926,2308,6406,1418,4988,1079
,,0.63,0.7,0.71,0.66,0.75,0.62,0.73,0.73,0.76,0.52,0.39,0.69,0.62,0.56,0.46,0.5,0.62,0.65,0.66,0.63,0.59,0.58,0.64,0.65,0.59,0.67,0.54,0.6,0.52,0.57,0.6,0.66,0.62,0.67,0.56
,,,eijlmno,ceijlmno,eijlmno,aceijklmno,ijmno,ceijklmno,ceijklmno,abceijklmno,jn,,eijlmno,ijmno,ijno,j,j,efi,aefi,adefi,efi,,,efi,aefi,,bcde,,bd,,d,e,ace,e,ace,
,NET: Less comfortable,1831,133,53,112,106,173,153,98,138,233,115,92,154,70,81,120,414,448,316,287,190,175,863,603,365,976,272,193,147,243,567,1000,313,687,225
,,0.12,0.13,0.05,0.1,0.1,0.16,0.15,0.09,0.14,0.23,0.11,0.09,0.13,0.07,0.08,0.12,0.16,0.13,0.1,0.11,0.09,0.09,0.14,0.1,0.09,0.1,0.16,0.18,0.09,0.15,0.15,0.1,0.14,0.09,0.12
,,,bdgkmn,,bm,bm,abcdgjklmno,bcdgjkmno,bm,bcdgkmn,abcdefghjklmno,bmn,bm,bcdgkmn,,b,bgmn,bcdefghi,cdefhi,,,,,cdefhi,,,,ad,ade,,ad,bde,d,bd,,d
,"Columns Tested: a,b,c,d,e,f,g,h,i,j,k,l,m,n,o - a,b,c,d,e,f,g,h,i - a,b,c,d,e - a,b,c,d,e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
